OTU	g__[Eubacterium]	g__[Prevotella]	g__[Ruminococcus]	g__Sutterella	g__Acinetobacter	g__Actinobacillus	g__Dialister	g__Actinomyces	g__Parvimonas	g__Neisseria	g__Dorea	g__Streptococcus	g__Aggregatibacter	g__Eikenella	g__Holdemania	g__Akkermansia	g__Epulopiscium	g__Erwinia	g__Oscillospira	g__Faecalibacterium	g__Parabacteroides	g__Anaerostipes	g__Fusobacterium	g__Turicibacter	g__Phascolarctobacterium	g__Odoribacter	g__Bacteroides	g__Granulicatella	g__Haemophilus	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Porphyromonas	g__Prevotella	g__Pseudomonas	g__Campylobacter	g__Lachnospira	g__Eggerthella	g__Staphylococcus	g__Roseburia	g__Rothia	g__Veillonella	g__Ruminococcus	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium
g__Akkermansia	0.0570505164332	0.0202552992325	0.0785582000743	0.0224811845582	-0.065279657493	-0.0652732624617	-0.00578950947141	-0.0518135798971	-0.0321402191012	-0.108588231865	-0.0467996721269	-0.131822469088	-0.137789619079	-0.0449442144799	0.13220504198	1.0	-0.0913203140637	-0.123482447554	0.12990389358	0.0151888047388	0.057553993126	0.196946912103	-0.117244006227	0.0995672411569	0.0347629553891	0.111897602048	-0.00901362948953	-0.0629440122315	-0.122465412605	0.058530120059	0.0538482626809	0.0866755320736	-0.0813297841894	0.00943908667301	0.0656546329707	-0.0532948637263	0.0859441245364	-0.0489073768926	0.0395779870228	0.0815936277297	-0.0978510217465	-0.142883051027	0.0765254124611	0.0665674186409	0.0121619428609	0.0890385629441	0.0300834933477
g__Epulopiscium	0.0719831704652	-0.115879068452	0.0177048386734	-0.150400274403	0.14469314423	0.112489595976	-0.102548070443	0.137419901065	0.153499711048	0.0570172231621	0.0616448530321	0.149659883891	0.114130364136	0.167542526348	-0.0903427424998	-0.0913203140637	1.0	0.170864483856	-0.225156458671	-0.211460250319	-0.185922551342	-0.162960236598	0.135860952315	0.149538228425	-0.138349475095	-0.29179511511	-0.0788899220765	0.128812660718	0.1878322801	0.0219475165928	-0.18640750761	-0.0967252321888	-0.000140919045259	-0.121365452269	0.0870392070734	0.111563773855	-0.0923268015059	0.199566298163	0.110020472285	-0.151311187446	0.14407745387	0.289613954214	0.0114604103783	0.169430164193	-0.124396839606	-0.164132973717	0.143237978563
g__Erwinia	-0.145204923303	-0.0950851090626	-0.210746814343	-0.211168127892	0.461913557289	0.259240330015	0.0157118504878	0.115868453575	0.173552301725	0.188107539895	-0.160877906017	0.232856406625	0.176289900572	0.191469486801	-0.175542315412	-0.123482447554	0.170864483856	1.0	-0.315806372571	-0.242259016493	-0.310036750334	-0.0627469750264	0.175248982782	0.154611876874	-0.0891689711551	-0.154147838897	-0.177752550612	0.211101914805	0.225920094229	-0.0484212276281	-0.173196304879	-0.285107260523	0.151342565949	-0.0988142249844	0.297549885628	0.209574784022	-0.18012472453	0.117789331954	0.251522899931	-0.256707217723	0.212516363167	0.216703811696	-0.206879628141	-0.0112781783371	-0.0895628835576	-0.282074236439	0.277835640932
g__Oscillospira	0.188041779448	-0.00343768708949	0.385659738466	0.223614910023	-0.262353899444	-0.252931454414	0.100173070751	-0.304256828055	-0.283852881562	-0.293782799883	0.404274718409	-0.343736588387	-0.291654780265	-0.306537610902	0.208773310572	0.12990389358	-0.225156458671	-0.315806372571	1.0	0.298817609629	0.409909520907	0.0852559552385	-0.264914020574	-0.073218962818	0.0831256413503	0.406819555049	0.272629561508	-0.315161287394	-0.234686056261	0.0361314415327	0.201877776637	0.440927827416	-0.13455798883	-0.00697074254827	-0.197378551793	-0.270035044258	0.112308211127	-0.000216139641755	-0.221770617318	0.232331805502	-0.263389436676	-0.271316246269	0.376822016035	-0.0196114165179	0.00557737750564	0.430486576919	-0.225938548856
g__Faecalibacterium	0.00704716570255	0.0512486641521	0.340389732862	0.242463141604	-0.273329284558	-0.143673869756	0.0862265475742	-0.233864387363	-0.153658733506	-0.216885052111	0.257233396354	-0.204921074201	-0.154297906621	-0.21714060415	0.040642605494	0.0151888047388	-0.211460250319	-0.242259016493	0.298817609629	1.0	0.301463233546	-0.017484558101	-0.131098429677	-0.174872198191	0.125080809881	0.0448313177558	0.474357465622	-0.210659423065	-0.0919635976976	0.0763382482378	0.218274748142	0.368816481528	-0.144164295477	0.0625191074624	-0.158327461742	-0.347959062285	0.244532312214	-0.105122746815	-0.181176993756	0.303510669689	-0.235927854335	-0.207548071862	0.335715106509	-0.124481554346	0.0497829024023	0.517019017324	-0.207384625871
g__Parabacteroides	0.120402483615	0.0280521792789	0.251687534044	0.357851039977	-0.253135767929	-0.271052669599	0.0715743859327	-0.182590808008	-0.138621892599	-0.249242366726	0.254982626057	-0.253381153884	-0.272057168571	-0.232636290649	0.229310291132	0.057553993126	-0.185922551342	-0.310036750334	0.409909520907	0.301463233546	1.0	0.068002675315	-0.176804415982	-0.109101913062	0.151122839976	0.294932871948	0.378170646746	-0.213946358262	-0.192838134617	-0.0523997144522	0.312414507072	0.351213549718	-0.17276354801	0.0342264597931	-0.242621046469	-0.188048940609	0.111322038386	-0.069973543441	-0.199458431147	0.204759280838	-0.258421957414	-0.227456586886	0.252303491021	-0.142457877873	-0.0601885388642	0.32209729181	-0.239669957516
g__Anaerostipes	0.0667999620307	0.0429734186037	0.135682118202	-0.0506619424073	0.000879218825569	-0.0997397961307	0.0397722195053	-0.129582405613	-0.0472775596868	-0.183572619099	-0.126762267524	-0.240208841798	-0.183620323267	-0.0727745568011	0.20685320516	0.196946912103	-0.162960236598	-0.0627469750264	0.0852559552385	-0.017484558101	0.068002675315	1.0	-0.274128628487	0.124245017994	0.11586317709	0.184480300188	-0.0865286234244	-0.166105656972	-0.180894758782	0.073772025273	0.0149893901278	0.150481763101	-0.00908296187289	0.0394190245672	0.0541934310657	-0.0936071203015	0.291198391184	-0.0543975465764	-0.0109910633556	0.260030428006	-0.144958275857	-0.273853215175	0.128360215399	0.192902094228	0.021879484661	0.128435979545	-0.0575729481047
g__Fusobacterium	-0.149049642134	0.0376208885546	-0.225457060792	-0.0220095164505	0.0222953777756	0.263591003407	0.157804856994	0.0591032879923	0.292285117826	0.252814652585	-0.0941290825823	0.228030176767	0.382912088823	0.299857135323	-0.244535969579	-0.117244006227	0.135860952315	0.175248982782	-0.264914020574	-0.131098429677	-0.176804415982	-0.274128628487	1.0	-0.157907882474	-0.0941021207534	-0.176622467674	0.026589950959	0.197517000358	0.3814422779	-0.150324001897	-0.00383580534697	-0.382889472684	0.105120442147	0.0359235998185	-0.0845458690595	0.307182043294	-0.337653444512	0.0635730630192	-0.00580722645002	-0.315105756676	0.0995996220427	0.406865906604	-0.22889068436	-0.132931039272	-0.0379341653521	-0.31536668076	0.0447163270705
g__Turicibacter	0.0814771899346	-0.0469281085021	-0.0264487357241	-0.199558186025	0.180512090558	0.0580669646603	-0.10165956025	0.090111830595	0.100885485702	-0.0562189245968	-0.104283705877	0.0942093813202	-0.050762325429	0.110491835471	-0.0433060489494	0.0995672411569	0.149538228425	0.154611876874	-0.073218962818	-0.174872198191	-0.109101913062	0.124245017994	-0.157907882474	1.0	-0.0961308700843	-0.0764358039999	-0.158078647998	-0.0140411607561	0.00152143673007	0.112070826379	-0.108532191992	-0.0330735292519	-0.013799543286	-0.0443964081524	0.254896394471	0.0495261810085	0.124461652515	-0.0189344216721	0.112472756653	-0.0293884047223	0.0685507074815	-0.0476837962478	-0.027452557229	0.181546793133	-0.00192411925126	-0.0845122510794	0.134481913678
g__Phascolarctobacterium	0.0755120753757	0.0716840423413	0.110656394901	0.108292899759	-0.0908893486124	-0.0768132510059	-0.368131383639	-0.0380391961059	-0.0817938099817	-0.124140719967	0.0859832949421	-0.120656140955	-0.14750608379	-0.111879292535	0.196064760832	0.0347629553891	-0.138349475095	-0.0891689711551	0.0831256413503	0.125080809881	0.151122839976	0.11586317709	-0.0941021207534	-0.0961308700843	1.0	0.168064219902	0.0857344350553	-0.0551008368017	-0.0671780327859	0.00364996412117	0.137572643552	0.168473133732	-0.00367511239137	0.0670800244796	-0.142963701754	-0.112574825092	0.0833403769826	-0.0816542094688	-0.0702620942274	0.179568385004	-0.141340773064	-0.17451151924	0.111226663946	0.0196240732303	0.0820405281819	0.224974055062	-0.0362399149841
g__Odoribacter	-0.0879447159019	0.0432357892684	0.0747000458182	0.235457968595	-0.130712354873	-0.124076844529	0.0643290688606	-0.17486986637	-0.169190815522	-0.164071162049	0.00121238216104	-0.235501537708	-0.130174019395	-0.167628044161	0.171450127157	0.111897602048	-0.29179511511	-0.154147838897	0.406819555049	0.0448313177558	0.294932871948	0.184480300188	-0.176622467674	-0.0764358039999	0.168064219902	1.0	0.0783981215069	-0.182051100806	-0.126035351304	-0.0428875907835	0.219611137066	0.121843054926	0.0981562977602	0.0545467034161	-0.128661806086	-0.167414063872	0.104951504818	-0.0826246325018	-0.0976815251978	0.112732673772	-0.172063507424	-0.266048014984	0.0675194604041	0.0616357164648	0.0812000977693	0.163675064039	-0.0774011332068
g__Bacteroides	0.0119391896334	-0.125326089768	0.268435850736	0.286837256405	-0.257558410586	-0.220422613679	0.100903568764	-0.205033698351	-0.0525081787845	-0.226215547305	0.306996843477	-0.219245951406	-0.153638741829	-0.17706462307	0.124306769607	-0.00901362948953	-0.0788899220765	-0.177752550612	0.272629561508	0.474357465622	0.378170646746	-0.0865286234244	0.026589950959	-0.158078647998	0.0857344350553	0.0783981215069	1.0	-0.191233095387	-0.0680394415773	-0.0759664294138	0.213744571205	0.282736864046	-0.135427656569	-0.119166596874	-0.241799776811	-0.197911548996	0.102403910481	0.00676324312805	-0.201308586856	0.122538297036	-0.20711295808	-0.119965143032	0.27947572986	-0.134834429875	-0.111336868367	0.340329927416	-0.230954799412
g__Granulicatella	-0.170220743325	-0.0192058661023	-0.229702026893	-0.112025986554	0.151545768916	0.267534020583	-0.0465123364233	0.454276711236	0.128634618981	0.316569008081	-0.215104464953	0.533341385326	0.266313574668	0.160739440338	-0.143886020472	-0.0629440122315	0.128812660718	0.211101914805	-0.315161287394	-0.210659423065	-0.213946358262	-0.166105656972	0.197517000358	-0.0140411607561	-0.0551008368017	-0.182051100806	-0.191233095387	1.0	0.311044091204	-0.173846294467	-0.208378195385	-0.268508710861	0.102225432922	-0.0147415910854	0.12545106007	0.293683772857	-0.214870342038	0.0607162533563	0.135554355462	-0.266670567019	0.326650042992	0.35817978193	-0.219109888265	-0.0790114330342	-0.0389517050087	-0.268859744055	0.184359201516
g__Haemophilus	-0.158250745778	0.0290764199991	-0.253196572673	0.00142582347588	0.0904064672262	0.565628032427	0.0460057475418	0.229561062464	0.102669683885	0.293304227726	-0.204282721885	0.466089644879	0.619904613959	0.259149024501	-0.225802299307	-0.122465412605	0.1878322801	0.225920094229	-0.234686056261	-0.0919635976976	-0.192838134617	-0.180894758782	0.3814422779	0.00152143673007	-0.0671780327859	-0.126035351304	-0.0680394415773	0.311044091204	1.0	-0.0878558025701	-0.103734956656	-0.230326148978	0.0919059083016	0.0129133427713	0.0295739546072	0.326512550689	-0.11283236359	0.0128177247418	0.0957266272703	-0.212304040037	0.199813121238	0.538010762812	-0.249253630613	-0.0472773676615	-0.0739911456124	-0.206195181515	0.0406053313644
g__Bifidobacterium	0.037584968511	0.04060448412	0.142552922825	0.0393337961538	0.0398857245413	-0.0900868612555	-0.0160860631228	-0.102742856861	-0.0997343149646	-0.137096840104	-0.00430122029041	-0.108826507377	-0.0888759195627	-0.0892229475018	-0.0608067933513	0.058530120059	0.0219475165928	-0.0484212276281	0.0361314415327	0.0763382482378	-0.0523997144522	0.073772025273	-0.150324001897	0.112070826379	0.00364996412117	-0.0428875907835	-0.0759664294138	-0.173846294467	-0.0878558025701	1.0	0.0448003623886	0.111790113766	-0.13038521816	0.0428755889827	0.0584654754172	-0.193880063296	0.154303307627	-0.0637139129099	-0.00244965557097	0.127510986468	-0.115122190609	-0.0881582635121	0.132470817587	0.138821837386	0.261159255467	0.181240716066	0.035179037751
g__Bilophila	0.00246581249175	0.10381085275	0.118114848393	0.25003465467	-0.192563636608	-0.121503122199	0.0960166983566	-0.259859767332	-0.100391329184	-0.164377336263	0.0855764598461	-0.286877592897	-0.0727177880212	-0.0405290398593	0.138490054796	0.0538482626809	-0.18640750761	-0.173196304879	0.201877776637	0.218274748142	0.312414507072	0.0149893901278	-0.00383580534697	-0.108532191992	0.137572643552	0.219611137066	0.213744571205	-0.208378195385	-0.103734956656	0.0448003623886	1.0	0.0677331728104	-0.0964779680264	0.0996333831697	-0.126209426375	-0.239935154524	-0.0497065813347	-0.0937978047539	-0.104337602133	0.0759704885897	-0.287376060133	-0.190383346843	0.122437791278	-0.0668965159308	0.10168402209	0.190534116607	-0.150635862255
g__Blautia	0.353521984103	0.0111329734383	0.497340960548	0.127723827966	-0.215788055863	-0.270868186739	-0.0507581490482	-0.170144815425	-0.208716673537	-0.253241934203	0.428111219714	-0.267245537552	-0.339956479512	-0.323828442012	0.278918670762	0.0866755320736	-0.0967252321888	-0.285107260523	0.440927827416	0.368816481528	0.351213549718	0.150481763101	-0.382889472684	-0.0330735292519	0.168473133732	0.121843054926	0.282736864046	-0.268508710861	-0.230326148978	0.111790113766	0.0677331728104	1.0	-0.208871157306	0.0189749004352	-0.185626945645	-0.28760951254	0.366024886662	0.0237223562725	-0.151133418961	0.458357842146	-0.241962659265	-0.201404888828	0.501349431621	0.00298221696214	-0.0304842930965	0.625026422373	-0.248614638005
g__Porphyromonas	-0.14788879965	0.102499404683	-0.215419254945	-0.0568296456419	0.066410154817	0.132014124076	0.00275843221071	0.0875085353515	0.173079659291	0.213410257366	-0.16391450244	0.0529488837642	0.195138019278	0.0453559358935	-0.0489847425468	-0.0813297841894	-0.000140919045259	0.151342565949	-0.13455798883	-0.144164295477	-0.17276354801	-0.00908296187289	0.105120442147	-0.013799543286	-0.00367511239137	0.0981562977602	-0.135427656569	0.102225432922	0.0919059083016	-0.13038521816	-0.0964779680264	-0.208871157306	1.0	0.102067190102	0.121943008927	0.139492789523	-0.117530152432	0.00460663483075	0.078639890445	-0.155965166141	0.197586984732	0.00742096196449	-0.216673674869	0.0040122051551	0.0653491563144	-0.17012720228	0.106567904128
g__Prevotella	0.0239611483354	0.960605408736	-0.0721374525362	0.0737881450176	-0.0354965895852	-0.0210097408289	0.0211375347048	-0.0800390194371	-0.030294084004	0.0620886645072	-0.0938566183177	0.0309398455206	0.0761526695741	-0.0800699898977	-0.069022370452	0.00943908667301	-0.121365452269	-0.0988142249844	-0.00697074254827	0.0625191074624	0.0342264597931	0.0394190245672	0.0359235998185	-0.0443964081524	0.0670800244796	0.0545467034161	-0.119166596874	-0.0147415910854	0.0129133427713	0.0428755889827	0.0996333831697	0.0189749004352	0.102067190102	1.0	-0.0631110110456	0.000291192809478	-0.0464504184195	-0.207938514328	-0.0450362928515	0.0438080340216	-0.0176367809492	-0.0500079023996	-0.0764286168102	0.0704800621244	0.105777795864	0.0480597204615	-0.0275238246803
g__Pseudomonas	-0.111051147967	-0.075063930702	-0.0725317108459	-0.251961175696	0.411141439246	0.140231559928	-0.0149522608657	0.0689067420443	0.143124477845	0.0926906181248	-0.0985182952877	0.141966240964	0.0707248701064	0.141784536504	-0.115470101855	0.0656546329707	0.0870392070734	0.297549885628	-0.197378551793	-0.158327461742	-0.242621046469	0.0541934310657	-0.0845458690595	0.254896394471	-0.142963701754	-0.128661806086	-0.241799776811	0.12545106007	0.0295739546072	0.0584654754172	-0.126209426375	-0.185626945645	0.121943008927	-0.0631110110456	1.0	0.0871459819411	-0.0559238964896	0.106604991676	0.273192814701	-0.186001800053	0.177271592372	-0.00736773717258	-0.0806929601407	0.011068563988	-0.00973627728645	-0.162924475342	0.286093288209
